# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "gene_id" "-a" "annotation.gtf" "-o" "mouse_cns_E18_rep1.counts.txt" "./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam
ENSMUSG00000046201	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	114973;114973;114973;114973;115276;122054;145076;145076;145076;145076;148537;148537;148537;148537;150786;159164;159164;159164;162960;162960;162960;164148;164148;164148;167964;167964;167964;169328;169328;169328;171104;171104;171104;177094;177094;177094;177612;177612;177612;178156;178156;178156;185065;185065;185065;185762;185762;185762;187590;187590;187590;190148;190148;190148;191818;191818;193015;193015;195779;195779;196761;196761;198042	115418;115418;115272;115418;115418;122114;145158;145158;145158;145158;148580;148580;148580;148580;151719;159324;159324;159324;163112;163112;163112;164277;164277;164277;168139;168139;168139;169406;169406;169406;171220;171220;171220;177224;177224;177224;177723;177723;177723;178348;178348;178348;185164;185164;185164;185874;185874;185874;187745;187745;187745;190157;190280;190280;191961;191961;193082;193082;195993;195993;198855;198855;198133	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5844	743
ENSMUSG00000047205	chr11;chr11;chr11;chr11	795244;795244;796947;796951	795520;795520;801299;799356	+;+;+;+	4630	128
ENSMUSG00000047264	chr8;chr8	493139;495383	493309;497208	+;+	1997	776
ENSMUSG00000047735	chr6;chr6;chr6;chr6	322258;326951;334911;349269	327281;327281;335005;349571	-;-;-;-	5422	64
ENSMUSG00000048807	chr11;chr11;chr11;chr11	807025;807026;812570;812573	807987;807987;814667;814667	-;-;-;-	3061	79
ENSMUSG00000049721	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	883640;883717;884945;889937;896913;896913;896913;897930;897930;897930	883843;883843;885161;890009;897054;897054;897054;899311;899318;899329	+;+;+;+;+;+;+;+;+;+	2036	30
ENSMUSG00000049871	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	946934;947827;948261;948871;948905;949371;949371;952388;952388;952864;952864;953429;953429;953933;953933;954557;954557;955146;955146;957270;957270;958931;958931;959392;959392;962455;963554;965401;976330;976330	947539;947909;948343;948987;948987;949453;949453;952470;952470;952946;952946;953511;953511;954015;954015;954639;954639;955228;955228;957352;957352;959013;959013;959474;959474;962540;965302;965639;976555;976632	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4096	78
ENSMUSG00000049950	chr2;chr2	246222;249800	247145;249915	-;-	1040	112
ENSMUSG00000050530	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	31497;35655;35686;35958;95509;95509;95509;95509;103696;103696;103696;103696;114550;114550;114550;114550;119818;119818;119818;119818;137526;137526;137526;137526;140743;140743;140743;142091;142091;142091;142091	31537;35924;35924;36207;95735;95735;95735;95735;103787;103787;103787;103787;114707;114707;114707;114707;119993;119993;119993;119993;137641;137641;137641;137641;140856;140856;140856;144524;145078;144522;145078	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4432	1544
ENSMUSG00000051003	chr16	592399	593339	+	941	0
ENSMUSG00000051396	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	406123;406249;406971;406971;408210;408231;408794;408794;411771;413245;413837;415295;415295;416480;417788;418321;419767;419767;420010;420010;421800;423682;425566;425566;428161;428288;428288;428288;428447;428447;428447;429907;429907;429907;429907	406341;406341;407434;407040;408382;408382;409314;409005;411872;413991;413991;415390;415455;416583;418410;418410;419871;419871;420288;420057;425021;425021;426292;426367;428526;428369;428369;428369;428526;428526;428526;430062;430015;430029;430086	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8068	743
ENSMUSG00000051951	chr1;chr1;chr1;chr1;chr1;chr1;chr1	195983;196605;203521;203691;204564;411784;660634	197398;197398;205713;206425;207049;411982;661579	-;-;-;-;-;-;-	6090	584
ENSMUSG00000053211	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	61650;63952;66057;69371;71462;75035;96293;133554;133718	63038;64092;66179;69511;71611;75586;96380;133619;133852	-;-;-;-;-;-;-;-;-	2785	2
ENSMUSG00000053338	chr7;chr7;chr7;chr7;chr7;chr7	489961;496808;497557;498307;499078;503314	490102;496872;497852;498596;499112;503346	-;-;-;-;-;-	861	2
ENSMUSG00000053395	chr7;chr7;chr7;chr7;chr7	394568;411540;412432;412528;415208	394846;411622;412522;412573;415366	+;+;+;+;+	658	99
ENSMUSG00000054594	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	561416;561416;561416;562672;562672;562672;562774;563187;563187;563187;563187;567087;567087;567087;567626;567644;567644;567644	562511;562511;562511;562952;562952;562952;562952;563485;563315;563485;563485;567118;567118;567118;567735;567687;567759;567759	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1842	13
ENSMUSG00000054753	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	154666;154666;154666;156268;156268;156268;157907;157907;157907;158220;158220;158220;158557;158557;158757;158757;158757;159054;159054;159054;159431;159431;159431;161233;161233;161233;162204;162204;162204;163895;163895;163895;169017;169017	156109;156109;156109;156375;156375;156375;158072;158072;158072;158430;158430;158430;158658;158658;158895;158895;158895;159275;159275;159275;159542;159542;159542;161409;161409;161409;162361;162361;162361;164298;164502;164298;169204;169204	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3635	0
ENSMUSG00000054939	chr16;chr16;chr16	847269;849352;854212	848274;849570;858880	+;+;+	5894	359
ENSMUSG00000054986	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	964845;964895;964956;964956;966141;966141;966141;966464;966464;966464;966464;966644;966644;966644;967960;967960;967960;968069;969259;969259;969259;969259;970088;970088;970088;971413;971413;971413;971413;974724;974724;974724;975170;975170;975170;975396;975396;975396;975396;976250;976250;976250;976250	965008;965008;965008;965008;966215;966215;966215;966506;966506;966506;966506;966702;966702;966702;968147;968147;968147;968147;969451;969353;969353;969353;970147;970147;970147;971498;971498;971498;971498;974829;974829;974829;975308;975308;975308;975564;975564;975564;975564;976764;976328;976328;977739	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2772	16
ENSMUSG00000055452	chr7;chr7;chr7	108536;110219;111906	110169;111874;111950	-;-;-	3335	250
ENSMUSG00000055541	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	958676;958676;959662;960583;960610;961176;961266;961266;961854;961854;961854;961854;961854;961854;962069;962069;962069;962069;962069;962069;962069;962070;962193;962193;962193;962193;962193;962193;962193;962193;962333;962333;962333;962333;962333;962333;978806;979924;980310;980310;980310;980310;980310;980310;981123	961436;961436;961436;961436;961436;961436;961436;961436;961902;961902;961902;961902;961902;961902;962105;962105;962105;962105;962105;962105;962105;962105;962234;962234;962234;962234;962234;962234;962234;962234;962448;962448;962448;962448;962448;962448;978844;980009;980638;980638;980638;980638;980638;980638;981137	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3474	14
ENSMUSG00000055737	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	267761;269010;270990;270990;275899;275899;277526;277540;277975;277975;277975;277975;283348;283348;283348;283348;283440;290920;290920;290920;290920;290920;291030;295228;296510;296510;296510;296510;296510;296510;296510;297473;297473;297473;297473;297473;297473;297473;297473;334310;338649;338649;338649;338649;338649;338649;338649;338649;338649;395526;407931;407931;407931;407931;407931;407931;407931;407931;421401;493838;501534;531790;532259;533001;533001;533001;533001;533001;533001;533001;533068	270722;270722;271058;271058;275988;275988;277686;277686;278142;278142;278142;278142;283525;283525;283525;283525;283525;291091;291091;291091;291091;291091;291091;296532;296532;296532;296532;296532;296532;296532;296532;297601;297601;297601;297601;297601;297601;297601;297601;336205;338713;338713;338713;338713;338713;338713;338713;338713;338713;395611;408008;408008;408008;408008;408008;408008;408008;408008;421644;494233;501685;531842;532596;533212;533188;533012;533187;533211;533188;533230;533492	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9034	465
ENSMUSG00000056673	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	234231;234231;234993;234993;235871;235871;236230;236230;236922;236922;246891;246891;247129;247129;250468;250468;253084;253084;253289;253289;257845;257845;258117;258117;263450;263450;263688;263688;264046;264153;264413;264680;273319;274256;276262;277042;277348;277670;278674;278885;279267	234558;234558;235070;235070;235993;235993;236400;236400;237056;237056;247029;247029;247292;247292;250626;250626;253203;253203;253447;253447;258026;258026;258279;258279;263569;263569;263882;263882;264063;264334;264537;264827;273415;274614;276400;277221;277485;278266;278755;279084;280254	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5489	1561
ENSMUSG00000058503	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	543845;554640;557745;558474;558662;559098;559607;561040;564242;565704;568988	543947;554736;557822;558547;558693;559159;559698;561089;564327;565750;569810	+;+;+;+;+;+;+;+;+;+;+	1544	341
ENSMUSG00000058818	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	663012;663047;664135;664140;664140;664511;664511;664511;664511;664511;665423;665423;665423;665423;665423;665700;665700;665700;665700;665700;665812;665812;665812;665812;665812;665841;666190;666190;666190;666190;666190;666190;667285;667285;667285;667285;667285;667285;667637;667637;667637;667637;667637;667637;667721;668197;668197;668197;668197;668197;668721;668721;668721;669155;669155;669155;669155;669155;669155;670785;670785;670785;670785;670785;670785;671240;671240;671240;671240;671240;671706;671706;671706;671706;671706;671706;671896;671896;671896	664432;664432;664432;664432;664432;664665;664665;664665;664665;664665;665474;665474;665474;665474;665474;665736;665736;665736;665736;665736;665886;665886;665886;665886;665886;665886;666305;666305;666305;666305;666305;666305;667334;667334;667334;667334;667334;667334;669028;667819;667938;667938;667938;667659;667938;669028;668492;669028;668492;668492;669028;669028;669028;669438;669438;669438;669438;669438;669438;671089;671089;671089;671089;671089;671089;671523;671523;671523;671523;671523;671964;671956;671993;671740;671740;671740;671984;671984;671954	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4459	2
ENSMUSG00000059043	chr16	838976	839913	+	938	0
ENSMUSG00000059734	chr19;chr19;chr19;chr19;chr19;chr19;chr19	908871;909154;910899;911162;911567;911690;912468	909074;909281;911070;911256;911616;911746;912717	-;-;-;-;-;-;-	956	685
ENSMUSG00000061971	chr9;chr9;chr9	32086;32156;32701	32150;32634;32822	+;+;+	666	0
ENSMUSG00000063130	chr13	802140	803564	-	1425	0
ENSMUSG00000063889	chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18	266047;266353;266355;266355;266355;266355;266355;266355;266956;266962;267260;267263;267389;267422;267513;267533;267545;267557;267571;267574;267584;267584;267584;267584;267584;267587;267587;267587;267587;267632;267838;267844;267984;267984;267984;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273421;273608;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;276693;280948;280948;280948;281687;281687;281687;281687;283897;287631;287903;287903;287903;287903;287903;287903;287903;287903;287903;287903;287903;287903;287903;287903;287903;288054;294183;294481;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295039;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;295321;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299161;299449;299449;299449;299449;299449;299449;309645;309645;309645;309645;309645;309854;318699;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;325360;327493;327493;327493;327493;327493;327493;327493;327493;327493;327493;327493;327493;327493;327493;327493;336960;337379;337379;337379;337379;337379;337379;337379;337379;337379;337379;337379	267730;267730;268127;268127;267730;268127;268127;268127;267730;268127;268127;267730;268127;268127;267730;268127;268127;267730;267730;268127;268127;267730;268127;268127;268127;267730;267730;267730;267730;268127;268127;268127;268127;268127;268127;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273576;273601;273576;273576;273576;273576;273623;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276727;276773;281099;281130;281076;281736;281745;281767;281767;284071;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;288090;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295180;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;295414;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299306;299552;299539;299554;299554;299450;299557;309898;309721;309856;309721;309753;309985;318987;325476;325472;325476;325476;325476;325476;325476;325476;325472;325476;325476;325476;325476;325476;325476;325472;325476;325476;325472;325476;325472;325476;325476;327589;327589;327589;327505;327589;327589;327505;327505;327589;327505;327589;327505;327589;327589;327589;337061;337587;337746;337486;337677;337587;337511;337572;337531;337587;337587;337587	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5919	1045
ENSMUSG00000064065	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	294064;323357;323357;323375;346098;349966;349966;349966;349966;366008;366077;366077;366166;366228;366256;366256;366259;366831;366859;366859;366859;366859;366859;366859;366859;390410;390410;390410;390410;390410;390410;390410;390410;390410;390410;391801;391801;391801;391801;391801;391801;391801;391801;391801;409383;409383;409383;409383;409383;409383;409383;409383;409383;411267;411267;411267;411267;411267;411267;411267;411267;426456;426456;426456;426456;426456;426456;426456;426456;426456;434584;434584;445779;445779;445779;455867;455867;455867	294084;323399;323399;323399;346196;350011;350011;350011;350011;366050;366294;366294;366294;366294;366294;366294;366294;367027;367027;367027;367027;367027;367027;367027;367027;390482;390482;390482;390479;390482;390482;390482;390482;390482;390482;391871;391871;391871;391871;391871;391871;391871;391871;391871;409440;409440;409440;409440;409440;409440;409440;409440;409440;411354;411366;411366;411354;411354;411354;411354;411366;426827;426827;428987;426626;426706;428987;426827;426827;426827;434998;434998;445971;445971;445971;460176;460745;456102	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8988	1773
ENSMUSG00000064373	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	218548;220768;220812;220922;220999;221000;222086;222756;224662;224662;224662;224662;224662;224662;224662;225568;225568;225568;225568;225568;225568;227158;227158;227158;229103;229103	218768;220825;220952;221051;221052;221052;222167;222805;224876;224876;224876;224876;225122;224876;224876;225664;225782;225779;225779;225735;225779;227271;227274;227274;230507;230508	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2837	2967
ENSMUSG00000065952	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	567991;567996;567999;573122;573122;573122;577842;577842;579724;579731;580401;583836;583836	568096;568096;568096;573221;573221;573650;578597;578045;579921;579921;580474;584939;584776	+;+;+;+;+;+;+;+;+;+;+;+;+	2767	0
ENSMUSG00000065987	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	917658;917658;917658;918645;918921;919951;919951;919951;919951;921341;921341;921341;921984;921984;921984;921984;923296;923296;923296;923296;924211;924211;924211;924211;925356;925356;925356;925356;925938;925938;926553;926553;926553;926553;926748;926748;926748;926748	918827;918827;918827;918827;918982;920059;920059;920059;920059;921491;921491;921491;922069;922069;922069;922069;923381;923381;923381;923381;924296;924296;924296;924296;925435;925435;925435;925435;926026;926026;926638;926638;926638;926638;926798;926814;926844;926814	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2102	0
ENSMUSG00000068240	chr4	900240	900742	-	503	4000
